3.625576,7.387907
-4.737192,-17.810299
3.902519,7.801631
4.837779,10.558683
4.390788,9.160523
3.322171,5.849619
3.619904,7.606118
-2.374863,-9.041310
-0.080885,25.674533
1.612309,9.333598
-3.410123,-13.340252
2.290468,6.086053
-4.671604,-18.528871
1.437571,11.266247
0.693398,21.543902
-2.173833,-7.062501
-1.343342,2.903457
-2.980012,-12.616638
3.399972,5.495887
1.069240,16.354243
-4.937143,-18.115700
-0.712756,16.418375
2.866423,6.552603
-2.598676,-10.186738
-4.028114,-15.409320
-0.637128,18.213933
-0.454058,21.596089
-4.066007,-16.762326
2.407633,4.837315
3.831315,7.653232
-4.688788,-18.509420
-2.072023,-6.201961
-1.541652,-0.326159
-2.527178,-9.749437
3.113148,5.776114
3.610829,7.606307
-3.585736,-15.285507
-0.083368,25.822075
-3.735282,-14.770893
-0.001060,25.638666
-4.873752,-18.187886
-3.437290,-13.233903
3.888072,8.068522
0.420083,26.828927
3.489085,7.277110
1.238657,13.580127
1.407190,11.340051
-2.932254,-12.478165
-4.856421,-17.932177
-3.131388,-11.534555
3.316097,6.176878
-1.320027,5.901932
-4.457609,-16.283464
3.105869,5.622199
-3.243218,-12.289166
-2.325858,-7.637854
2.053612,6.188021
-3.221207,-12.560129
0.586037,24.028508
-3.088411,-12.754878
0.662116,21.208390
-1.991573,-4.065700
-4.398073,-16.957794
-2.845299,-10.833907
3.589971,7.218744
-4.369118,-16.126335
-4.766753,-18.114122
0.853356,19.525999
0.479049,23.319776
-0.324922,23.259456
-2.821444,-10.640669
4.548353,8.990026
-3.973849,-15.834722
-3.613569,-14.249924
-4.115737,-16.759215
-2.730628,-11.748638
0.268791,26.370654
-2.800220,-13.183113
-1.249396,6.472552
-1.166433,8.908342
-3.579639,-14.183916
-0.665949,18.218530
0.360152,26.513852
-0.801622,16.606106
-1.965790,-6.005749
-1.208705,6.914601
2.437094,3.593689
1.819253,7.719836
4.119478,8.429166
-3.544142,-14.375069
-0.699411,17.479428
2.591299,6.156517
1.129420,15.890905
2.002018,6.451295
0.100195,26.359037
-3.730665,-14.826245
-1.853061,-4.003181
0.180200,25.601903
-3.063100,-11.831833
3.889546,8.675899
2.209132,6.127088
1.652310,8.796954
4.782762,11.877007
-2.386918,-7.988507
4.324605,8.892153
0.827598,20.354196
0.497370,23.267985
0.322395,24.987924
4.470174,10.264727
4.128354,10.799633
-0.022140,26.545705
4.675365,10.286425
-1.101537,9.096139
-2.908514,-12.061827
4.288694,8.918574
-3.150405,-12.191193
-4.109646,-16.213864
-1.756221,-3.252039
4.358050,9.484368
3.501580,6.414430
-1.098696,9.723991
-2.235472,-7.749828
-0.545087,20.483009
-0.448408,20.180771
-1.265277,6.897805
-4.546396,-16.929781
-0.679700,18.206419
1.117488,15.589670
-4.681009,-17.092597
-2.109875,-7.166746
1.202872,15.507699
1.831894,7.852894
1.676428,8.571779
-4.474612,-16.818067
2.161160,5.776247
4.395215,9.766975
-4.079963,-16.831936
0.879994,19.473092
4.633014,9.806971
-1.525934,0.157615
-2.609102,-10.797797
4.871408,10.856115
3.374171,6.113395
-3.101277,-13.181428
-0.467631,22.609320
3.612680,6.474768
2.752944,4.081160
-4.142150,-16.181522
-1.127841,7.857334
0.009577,26.184617
2.109790,7.430781
0.785923,21.194061
2.527644,4.707728
0.444495,24.492377
-1.435497,2.083831
-3.345310,-15.105901
1.070875,17.327669
1.219647,14.706547
-0.671100,17.302346
-3.878407,-15.981509
3.454375,7.155388
-0.192696,25.109080
2.533066,3.871121
1.795339,7.878283
3.873246,8.300171
3.907363,7.762892
1.754386,9.610623
4.969935,10.730812
-2.433203,-8.579522
-0.171473,25.130795
4.286732,9.579912
-1.302994,6.158920
3.924467,6.948144
3.177467,7.803791
0.018389,26.945732
4.287292,8.838751
-1.260894,5.651614
1.528053,10.825590
-3.855749,-15.477833
-1.452188,2.496888
1.293181,13.278377
-4.277034,-16.730825
